path,total_conversions,total_conversion_value
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Social Orgánico > Directo > Directo > Directo > Referencia > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,95
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo,1,20
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo > Directo,1,108
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,70
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,55
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia,1,130
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > SEM Marca > Directo > Directo,1,110
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,88
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > SEM Marca > Orgánico No Home > Directo > Directo,1,77
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > SEM Marca > Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,54
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia,1,113
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo,1,375
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > Directo,1,167
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,31
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo,1,36
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia,1,277
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Orgánico No Home > Directo > Referencia,1,59
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home,1,142
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo,1,27
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,82.5
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,57
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Email Newsletter > Directo,1,71
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter,1,43
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,98
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,78
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,103
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Email Newsletter,1,113
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Referencia > Directo,1,55
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Social Orgánico > Directo > Directo > Directo > Directo > Directo,1,16
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Social Orgánico > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,103
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo,1,52
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Referencia,1,68
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Referencia > Referencia,1,14
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > SEM Marca > Referencia > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,84
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > SEM Marca > Referencia > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,98
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > Directo > Directo,1,42
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia > Orgánico Home > Referencia > Directo > Orgánico Home > Referencia > Orgánico Home > Directo > Directo,1,42
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > SEM Marca > Orgánico Home > Directo > SEM Marca > Orgánico Home > Directo,1,52
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home,1,36
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo,1,66
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo,1,59
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo,1,46
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,140
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,31
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo,1,50
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Recuperación del Carrito > Directo > Directo > Directo > Directo,1,68
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo,1,22.5
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo,1,94
